Date,SO2,NO2,O3,CO,PM10,PM2.5,AQI,AQI Category,Station code,District,Latitude,Longitude
2017-10-02,0.005,0.022,0.031,0.617,26.875,10.25,51.0,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-03,0.005,0.014,0.033,0.4,44.25,9.208,64.25,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-04,0.005,0.015,0.029,0.408,27.25,7.792,48.33,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-05,0.004,0.013,0.032,0.533,15.625,6.375,51.83,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-06,0.004,0.013,0.032,0.467,13.417,6.125,51.83,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-07,0.004,0.021,0.027,0.612,13.333,6.542,45.0,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-08,0.005,0.025,0.03,0.692,24.667,13.167,50.0,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-09,0.005,0.023,0.037,0.642,27.167,14.75,55.98,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-10,0.005,0.027,0.022,0.633,33.208,16.5,53.21,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-11,0.005,0.019,0.023,0.554,12.917,5.833,38.33,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-12,0.005,0.023,0.014,0.521,27.917,11.625,46.53,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-13,0.005,0.027,0.017,0.717,34.208,14.208,54.21,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-14,0.005,0.029,0.021,0.704,26.958,11.25,48.33,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-15,0.005,0.023,0.028,0.629,25.042,10.5,46.67,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-16,0.005,0.03,0.02,0.721,39.0,14.833,59.0,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-17,0.005,0.035,0.02,0.779,51.625,20.0,71.62,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-18,0.005,0.024,0.024,0.604,26.833,11.917,44.72,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-19,0.004,0.026,0.024,0.621,24.208,10.542,43.33,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-20,0.005,0.033,0.018,0.763,38.5,15.625,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-21,0.005,0.036,0.017,0.792,52.625,20.917,72.62,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-22,0.004,0.02,0.029,0.542,30.417,11.875,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-23,0.005,0.026,0.024,0.588,31.875,10.167,51.88,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-24,0.005,0.032,0.017,0.671,39.583,15.75,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-25,0.005,0.038,0.017,0.779,48.5,20.458,68.5,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-26,0.005,0.044,0.009,0.875,58.208,25.083,78.21,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-27,0.005,0.04,0.02,0.9924999999999999,70.75,29.833,90.75,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-28,0.005,0.041,0.017,0.888,56.958,25.458,76.96,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-29,0.005,0.021,0.024,0.571,81.542,19.958,102.17,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-30,0.006,0.022,0.02,0.533,43.542,12.833,63.54,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-10-31,0.006,0.031,0.014,0.875,43.042,14.417,63.04,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-01,0.007,0.027,0.026,0.783,43.042,17.292,63.04,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-02,0.007,0.029,0.029,0.75,50.667,21.667,70.67,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-03,0.005,0.022,0.028,0.654,44.458,22.833,68.62,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-04,0.006,0.022,0.021,0.675,63.875,38.417,110.23,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-05,0.005,0.03,0.013,0.792,46.583,23.917,71.42,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-06,0.005,0.036,0.012,0.842,38.333,18.458,59.45,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-07,0.005,0.043,0.006,0.812,49.417,22.667,71.28,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-08,0.005,0.025,0.027,0.625,75.917,24.833,95.92,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-09,0.005,0.039,0.008,0.796,60.0,22.333,80.0,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-10,0.005,0.032,0.015,0.792,54.208,18.042,74.21,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-11,0.005,0.02,0.016,0.513,79.042,13.375,99.04,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-12,0.005,0.027,0.011,0.638,34.542,16.5,54.54,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-13,0.005,0.035,0.007,0.862,49.375,21.792,69.38,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-14,0.006,0.023,0.016,0.7,52.708,14.917,72.71,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-15,0.006,0.021,0.016,0.554,31.292,10.625,51.29,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-16,0.006,0.025,0.013,0.6,28.042,12.083,46.74,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-17,0.006,0.037,0.004,0.875,57.417,21.0,77.42,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-18,0.005,0.016,0.02,0.579,46.417,17.917,66.42,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-19,0.006,0.018,0.019,0.55,27.917,10.917,46.53,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-20,0.007,0.03,0.01,0.817,44.042,18.792,64.04,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-21,0.006,0.04,0.006,0.9924999999999999,53.792,23.875,73.79,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-22,0.006,0.034,0.01,0.888,69.792,21.833,89.79,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-23,0.006,0.024,0.013,0.608,27.667,10.125,46.11,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-24,0.005,0.025,0.01,0.621,22.875,10.708,41.67,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-25,0.005,0.035,0.007,0.838,29.458,13.0,57.76,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-26,0.005,0.029,0.01,0.904,43.958,18.833,63.96,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-27,0.007,0.041,0.005,0.9924999999999999,57.292,25.375,77.29,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-28,0.008,0.049,0.005,0.9924999999999999,78.917,37.375,106.25,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-29,0.005,0.027,0.012,0.712,64.333,16.708,84.33,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-11-30,0.006,0.021,0.018,0.513,29.0,7.958,48.33,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-01,0.006,0.029,0.012,0.608,25.625,11.125,48.33,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-02,0.007,0.036,0.007,0.871,41.125,17.875,61.12,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-03,0.006,0.035,0.005,0.967,50.417,24.458,72.81,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-04,0.006,0.022,0.016,0.696,45.542,18.875,65.54,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-05,0.006,0.022,0.016,0.517,25.208,9.458,42.01,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-06,0.006,0.032,0.006,0.742,35.417,23.208,69.59,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-07,0.006,0.03,0.009,0.867,47.75,34.208,97.96,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-08,0.006,0.024,0.014,0.562,35.458,22.792,68.52,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-09,0.007,0.039,0.005,0.804,44.917,25.292,74.96,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-10,0.005,0.026,0.012,0.692,41.708,24.958,74.1,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-11,0.005,0.016,0.014,0.396,55.375,12.0,75.38,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-12,0.006,0.022,0.011,0.471,38.208,18.958,58.63,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-13,0.006,0.026,0.01,0.504,40.708,20.167,61.75,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-14,0.007,0.038,0.005,0.712,59.333,36.417,102.59,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-15,0.007,0.052,0.004,0.9924999999999999,85.208,54.458,171.52,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-16,0.007,0.021,0.014,0.475,45.542,26.625,78.4,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-17,0.006,0.021,0.015,0.425,45.0,15.042,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-18,0.006,0.037,0.006,0.646,57.375,33.458,96.02,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-19,0.006,0.023,0.012,0.425,51.25,19.917,71.25,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-20,0.006,0.037,0.005,0.575,45.833,26.75,78.72,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-21,0.006,0.037,0.006,0.542,51.083,37.083,105.14,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-22,0.008,0.046,0.005,0.7,58.5,45.083,135.7,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-23,0.008,0.04,0.009,0.625,98.188,58.938,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-24,0.006,0.033,0.012,0.458,72.208,55.417,175.18,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-25,0.007,0.021,0.018,0.333,33.792,18.708,57.98,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-26,0.007,0.026,0.013,0.362,33.958,17.708,55.4,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-27,0.007,0.023,0.014,0.392,30.333,15.042,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-28,0.007,0.036,0.006,0.467,50.167,27.458,80.55,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-29,0.008,0.046,0.006,0.708,98.188,58.938,188.10749999999996,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-30,0.007,0.046,0.007,0.954,98.188,58.938,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2017-12-31,0.007,0.021,0.018,0.675,69.792,41.667,122.65,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-01,0.007,0.031,0.01,0.708,47.833,24.042,71.74,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-02,0.007,0.036,0.009,0.775,47.417,25.0,74.21,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-03,0.007,0.024,0.012,0.633,39.208,20.792,63.36,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-04,0.007,0.031,0.009,0.725,49.75,25.042,74.32,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-05,0.008,0.034,0.009,0.788,60.5,40.542,118.35,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-06,0.007,0.035,0.009,0.746,52.417,36.417,102.59,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-07,0.007,0.043,0.004,0.833,59.75,44.833,134.75,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-08,0.007,0.038,0.007,0.729,61.833,41.75,122.97,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-09,0.006,0.023,0.016,0.6,43.75,22.0,66.47,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-10,0.006,0.021,0.016,0.575,38.375,18.292,58.38,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-11,0.006,0.019,0.015,0.612,36.458,26.0,76.79,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-12,0.007,0.028,0.013,0.65,28.125,19.083,58.95,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-13,0.007,0.043,0.005,0.746,54.917,43.375,129.18,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-14,0.007,0.034,0.01,0.692,67.542,50.875,157.83,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-15,0.008,0.041,0.01,0.671,77.25,54.958,173.43,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-16,0.008,0.062,0.005,0.871,98.188,58.938,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-17,0.008,0.048,0.005,0.737,98.188,58.938,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-18,0.008,0.038,0.009,0.642,93.333,58.938,188.10749999999996,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-19,0.007,0.035,0.012,0.596,66.833,31.5,90.97,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-20,0.008,0.04,0.012,0.683,98.188,58.938,188.10749999999996,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-21,0.006,0.036,0.009,0.617,67.5,37.042,104.98,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-22,0.006,0.038,0.008,0.621,53.583,30.792,89.15,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-23,0.006,0.019,0.02,0.521,26.875,15.458,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-24,0.007,0.02,0.019,0.525,33.542,15.292,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-25,0.006,0.023,0.016,0.55,27.458,13.667,45.76,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-26,0.007,0.025,0.016,0.575,37.625,23.125,69.38,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-27,0.007,0.036,0.01,0.617,46.75,26.292,77.54,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-28,0.007,0.025,0.018,0.542,37.042,22.958,68.94,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-29,0.007,0.027,0.016,0.558,54.333,20.708,74.33,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-30,0.007,0.038,0.009,0.588,45.625,23.5,70.34,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-01-31,0.005,0.037,0.008,0.567,46.833,23.042,69.16,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-01,0.005,0.037,0.01,0.588,44.375,24.625,73.24,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-02,0.006,0.043,0.007,0.625,61.083,35.333,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-03,0.005,0.019,0.017,0.533,40.917,21.792,65.94,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-04,0.005,0.016,0.019,0.517,34.667,23.75,70.99,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-05,0.005,0.022,0.016,0.538,29.958,18.125,56.48,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-06,0.005,0.022,0.016,0.525,34.125,21.458,65.08,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-07,0.005,0.036,0.009,0.579,42.208,25.625,75.82,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-08,0.006,0.051,0.005,0.658,53.25,34.375,98.39,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-09,0.007,0.058,0.006,0.658,76.083,49.625,153.05,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-10,0.006,0.031,0.015,0.538,84.25,43.083,128.06,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-11,0.006,0.018,0.02,0.508,61.5,17.375,81.5,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-12,0.006,0.025,0.017,0.488,57.125,18.125,77.12,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-13,0.007,0.031,0.014,0.604,59.708,19.208,79.71,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-14,0.007,0.028,0.021,0.546,78.542,33.417,98.54,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-15,0.006,0.02,0.019,0.5,42.708,16.458,62.71,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-16,0.005,0.026,0.017,0.529,51.083,24.75,73.57,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-17,0.005,0.016,0.019,0.492,55.375,15.542,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-18,0.006,0.029,0.014,0.542,42.25,19.875,62.25,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-19,0.006,0.043,0.01,0.617,68.542,41.417,121.7,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-20,0.005,0.035,0.013,0.533,73.75,44.417,133.16,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-21,0.006,0.03,0.015,0.525,46.208,24.292,72.38,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-22,0.007,0.033,0.017,0.554,49.958,29.042,84.63,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-23,0.005,0.031,0.018,0.562,98.188,58.938,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-24,0.006,0.029,0.016,0.55,87.083,56.458,179.16,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-25,0.006,0.035,0.013,0.542,55.542,36.375,102.43,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-26,0.008,0.051,0.009,0.6,71.833,45.917,138.89,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-27,0.008,0.064,0.006,0.671,98.188,58.938,188.10749999999996,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-02-28,0.006,0.04,0.011,0.529,69.625,40.583,118.51,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-01,0.004,0.018,0.025,0.5,48.5,37.542,106.89,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-02,0.006,0.036,0.014,0.529,87.708,30.083,115.49,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-03,0.007,0.044,0.012,0.533,69.208,29.333,89.21,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-04,0.005,0.036,0.011,0.5,33.833,21.917,66.26,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-05,0.004,0.02,0.024,0.45,10.417,7.792,40.0,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-06,0.005,0.035,0.014,0.521,39.833,22.542,67.87,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-07,0.004,0.027,0.021,0.475,33.5,17.75,55.51,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-08,0.004,0.026,0.017,0.479,39.542,32.5,93.55,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-09,0.004,0.035,0.015,0.712,68.125,48.0,146.85,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-10,0.006,0.033,0.014,0.85,48.667,32.875,94.52,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-11,0.005,0.032,0.017,0.542,66.875,44.417,133.16,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-12,0.006,0.051,0.012,0.592,98.188,58.938,188.10749999999996,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-13,0.005,0.041,0.014,0.546,56.042,32.667,93.98,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-14,0.005,0.025,0.019,0.5,26.75,12.292,44.58,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-15,0.004,0.029,0.015,0.65,25.458,58.938,188.10749999999996,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-16,0.003,0.018,0.026,0.492,14.917,46.833,142.39,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-17,0.004,0.032,0.016,0.642,39.625,58.938,188.10749999999996,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-18,0.005,0.039,0.016,0.783,75.083,56.417,179.0,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-19,0.003,0.024,0.024,0.6,34.625,26.167,77.22,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-20,0.003,0.013,0.032,0.454,20.083,7.917,51.83,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-21,0.003,0.023,0.021,0.471,16.583,49.583,152.89,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-22,0.004,0.028,0.022,0.629,49.167,30.083,87.32,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-23,0.007,0.036,0.024,0.746,76.042,58.938,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-24,0.007,0.041,0.027,0.854,98.188,58.938,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-25,0.006,0.031,0.034,0.954,98.188,58.938,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-26,0.005,0.044,0.024,0.925,98.188,58.938,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-27,0.006,0.047,0.026,0.921,98.188,58.938,188.10749999999996,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-28,0.006,0.03,0.028,0.712,59.625,40.792,119.31,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-29,0.005,0.039,0.021,0.667,71.542,48.333,148.12,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-30,0.004,0.035,0.023,0.629,74.167,41.583,122.33,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-03-31,0.005,0.032,0.028,0.562,65.167,30.958,89.58,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-01,0.005,0.027,0.027,0.671,85.167,38.333,110.0,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-02,0.005,0.027,0.027,0.612,74.75,29.333,94.75,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-03,0.005,0.026,0.024,0.579,70.25,22.958,90.25,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-04,0.004,0.021,0.023,0.475,14.583,47.417,144.62,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-05,0.003,0.025,0.018,0.508,9.0,6.5,41.67,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-06,0.003,0.019,0.025,0.542,98.188,58.938,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-07,0.004,0.013,0.03,0.438,54.833,21.792,74.83,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-08,0.004,0.019,0.027,0.513,70.5,16.292,90.5,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-09,0.004,0.04,0.011,0.737,94.292,35.333,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-10,0.004,0.03,0.024,0.683,52.875,24.458,72.88,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-11,0.005,0.027,0.025,0.562,73.417,33.375,95.81,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-12,0.005,0.032,0.021,0.579,54.708,19.875,74.71,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-13,0.004,0.034,0.019,0.6,40.5,15.833,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-14,0.003,0.022,0.025,0.6,23.875,14.667,48.89,Good,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-15,0.004,0.018,0.025,0.588,80.417,26.542,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-16,0.004,0.031,0.024,0.6,43.208,26.083,77.0,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-17,0.005,0.042,0.023,0.683,65.625,36.75,103.87,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-18,0.005,0.047,0.053,0.717,75.75,42.417,125.52,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-19,0.007,0.04,0.037,0.658,78.625,44.5,133.47,Unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-20,0.006,0.064,0.023,0.913,98.188,58.938,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-21,0.005,0.049,0.021,0.721,78.792,58.938,188.10749999999996,Very unhealthy,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-22,0.003,0.031,0.02,0.592,38.375,22.625,68.09,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
2018-04-23,0.003,0.016,0.034,0.488,49.583,7.25,69.58,Moderate,119,Yeongdeungpo-gu,37.5250065,126.8973705
